species	protein_record_id	sequence_header	symbol	ensembl_gene_id	ensembl_protein_id	translation_id	orthology_type	taxonomy_level	clade	phylum	broad_clade	is_query	is_reference	length_aa	retrieval_status	header_label_source	metadata_object_id	metadata_organism_name	metadata_pub_gene_id	metadata_description	metadata_og_name	metadata_raw_header	scientific_name	common_name	species_display_label	preferred_public_gene_label	preferred_protein_name	preferred_public_label	nomenclature_leaf_label	description	biotype	canonical_translation	reviewed_status	protein_existence	uniprot_accession	uniprot_entry_id	gene_synonyms	protein_alternative_names	subcellular_locations	keyword_list	ec_numbers	alphafold_accession	alphafold_entry_id	alphafold_model_url	alphafold_source_label	metadata_error
ciona_intestinalis	ciona_intestinalis__ENSCINP00000022541	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000022541|Gene=ENSCING00000011919|EnsemblGene=ENSCING00000011919|Protein=ENSCINP00000022541	ENSCING00000011919	ENSCING00000011919	ENSCINP00000024336	ENSCINP00000022541	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	254	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000011919		ENSCING00000011919, Ciona intestinalis	ENSCING00000011919, Ciona intestinalis			ENSCINP00000022541			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000007049	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000007049|Gene=ENSCING00000013251|EnsemblGene=ENSCING00000013251|Protein=ENSCINP00000007049	ENSCING00000013251	ENSCING00000013251	ENSCINP00000024336	ENSCINP00000007049	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	255	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000013251		ENSCING00000013251, Ciona intestinalis	ENSCING00000013251, Ciona intestinalis			ENSCINP00000007049			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000032511	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000032511|Gene=ENSCING00000025099|EnsemblGene=ENSCING00000025099|Protein=ENSCINP00000032511	ENSCING00000025099	ENSCING00000025099	ENSCINP00000024336	ENSCINP00000032511	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	259	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000025099		ENSCING00000025099, Ciona intestinalis	ENSCING00000025099, Ciona intestinalis			ENSCINP00000032511			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000020878	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000020878|Gene=ENSCING00000010524|EnsemblGene=ENSCING00000010524|Protein=ENSCINP00000020878	ENSCING00000010524	ENSCING00000010524	ENSCINP00000024336	ENSCINP00000020878	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	256	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000010524		ENSCING00000010524, Ciona intestinalis	ENSCING00000010524, Ciona intestinalis			ENSCINP00000020878			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000021732	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000021732|Gene=ENSCING00000011357|EnsemblGene=ENSCING00000011357|Protein=ENSCINP00000021732	ENSCING00000011357	ENSCING00000011357	ENSCINP00000024336	ENSCINP00000021732	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	253	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000011357		ENSCING00000011357, Ciona intestinalis	ENSCING00000011357, Ciona intestinalis			ENSCINP00000021732			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000016954	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000016954|Gene=ENSCING00000008309|EnsemblGene=ENSCING00000008309|Protein=ENSCINP00000016954	ENSCING00000008309	ENSCING00000008309	ENSCINP00000024336	ENSCINP00000016954	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	132	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000008309		ENSCING00000008309, Ciona intestinalis	ENSCING00000008309, Ciona intestinalis			ENSCINP00000016954			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000007043	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000007043|Gene=ENSCING00000003440|EnsemblGene=ENSCING00000003440|Protein=ENSCINP00000007043	ENSCING00000003440	ENSCING00000003440	ENSCINP00000024336	ENSCINP00000007043	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	294	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000003440		ENSCING00000003440, Ciona intestinalis	ENSCING00000003440, Ciona intestinalis			ENSCINP00000007043			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000011351	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000011351|Gene=ENSCING00000005501|EnsemblGene=ENSCING00000005501|Protein=ENSCINP00000011351	ENSCING00000005501	ENSCING00000005501	ENSCINP00000024336	ENSCINP00000011351	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	256	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000005501		ENSCING00000005501, Ciona intestinalis	ENSCING00000005501, Ciona intestinalis			ENSCINP00000011351			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000035155	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000035155|Gene=ENSCING00000024255|EnsemblGene=ENSCING00000024255|Protein=ENSCINP00000035155	ENSCING00000024255	ENSCING00000024255	ENSCINP00000024336	ENSCINP00000035155	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	255	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000024255		ENSCING00000024255, Ciona intestinalis	ENSCING00000024255, Ciona intestinalis			ENSCINP00000035155			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000024336	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000024336|Gene=ENSCING00000013208|EnsemblGene=ENSCING00000013208|Protein=ENSCINP00000024336	ENSCING00000013208	ENSCING00000013208	ENSCINP00000024336	ENSCINP00000024336	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	129	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000013208		ENSCING00000013208, Ciona intestinalis	ENSCING00000013208, Ciona intestinalis			ENSCINP00000024336			F6VSM6							F6VSM6	AF-F6VSM6-F1			
caenorhabditis_elegans	caenorhabditis_elegans__C45B11.3.1	caenorhabditis_elegans|ProteinRecordID=caenorhabditis_elegans__C45B11.3.1|Gene=WBGene00000981|EnsemblGene=WBGene00000981|Protein=C45B11.3.1	WBGene00000981	WBGene00000981	ZK697.14.1	C45B11.3.1	ortholog_many2many	Opisthokonta	other_vertebrates	Nematoda	other_vertebrates	False	False	293	ok	ensembl							caenorhabditis elegans		Caenorhabditis elegans	WBGene00000981		WBGene00000981, Caenorhabditis elegans	WBGene00000981, Caenorhabditis elegans			C45B11.3.1														
caenorhabditis_elegans	caenorhabditis_elegans__C17G10.8.1	caenorhabditis_elegans|ProteinRecordID=caenorhabditis_elegans__C17G10.8.1|Gene=WBGene00000970|EnsemblGene=WBGene00000970|Protein=C17G10.8.1	WBGene00000970	WBGene00000970	ZK697.14.1	C17G10.8.1	ortholog_many2many	Opisthokonta	other_vertebrates	Nematoda	other_vertebrates	False	False	418	ok	ensembl							caenorhabditis elegans		Caenorhabditis elegans	WBGene00000970		WBGene00000970, Caenorhabditis elegans	WBGene00000970, Caenorhabditis elegans			C17G10.8.1														
caenorhabditis_elegans	caenorhabditis_elegans__K08F4.9.3	caenorhabditis_elegans|ProteinRecordID=caenorhabditis_elegans__K08F4.9.3|Gene=WBGene00000975|EnsemblGene=WBGene00000975|Protein=K08F4.9.3	WBGene00000975	WBGene00000975	ZK697.14.1	K08F4.9.3	ortholog_many2many	Opisthokonta	other_vertebrates	Nematoda	other_vertebrates	False	False	255	ok	ensembl							caenorhabditis elegans		Caenorhabditis elegans	WBGene00000975		WBGene00000975, Caenorhabditis elegans	WBGene00000975, Caenorhabditis elegans			K08F4.9.3														
caenorhabditis_elegans	caenorhabditis_elegans__T04B2.6.1	caenorhabditis_elegans|ProteinRecordID=caenorhabditis_elegans__T04B2.6.1|Gene=WBGene00011424|EnsemblGene=WBGene00011424|Protein=T04B2.6.1	WBGene00011424	WBGene00011424	ZK697.14.1	T04B2.6.1	ortholog_many2many	Opisthokonta	other_vertebrates	Nematoda	other_vertebrates	False	False	254	ok	ensembl							caenorhabditis elegans		Caenorhabditis elegans	WBGene00011424		WBGene00011424, Caenorhabditis elegans	WBGene00011424, Caenorhabditis elegans			T04B2.6.1														
caenorhabditis_elegans	caenorhabditis_elegans__F20G2.2.1	caenorhabditis_elegans|ProteinRecordID=caenorhabditis_elegans__F20G2.2.1|Gene=WBGene00008986|EnsemblGene=WBGene00008986|Protein=F20G2.2.1	WBGene00008986	WBGene00008986	ZK697.14.1	F20G2.2.1	ortholog_many2many	Opisthokonta	other_vertebrates	Nematoda	other_vertebrates	False	False	249	ok	ensembl							caenorhabditis elegans		Caenorhabditis elegans	WBGene00008986		WBGene00008986, Caenorhabditis elegans	WBGene00008986, Caenorhabditis elegans			F20G2.2.1														
caenorhabditis_elegans	caenorhabditis_elegans__F20G2.1.1	caenorhabditis_elegans|ProteinRecordID=caenorhabditis_elegans__F20G2.1.1|Gene=WBGene00008985|EnsemblGene=WBGene00008985|Protein=F20G2.1.1	WBGene00008985	WBGene00008985	ZK697.14.1	F20G2.1.1	ortholog_many2many	Opisthokonta	other_vertebrates	Nematoda	other_vertebrates	False	False	249	ok	ensembl							caenorhabditis elegans		Caenorhabditis elegans	WBGene00008985		WBGene00008985, Caenorhabditis elegans	WBGene00008985, Caenorhabditis elegans			F20G2.1.1														
caenorhabditis_elegans	caenorhabditis_elegans__ZK697.14.1	caenorhabditis_elegans|ProteinRecordID=caenorhabditis_elegans__ZK697.14.1|Gene=WBGene00022809|EnsemblGene=WBGene00022809|Protein=ZK697.14.1	WBGene00022809	WBGene00022809	ZK697.14.1	ZK697.14.1	ortholog_many2many	Opisthokonta	other_vertebrates	Nematoda	other_vertebrates	False	False	249	ok	ensembl							caenorhabditis elegans		Caenorhabditis elegans	WBGene00022809		WBGene00022809, Caenorhabditis elegans	WBGene00022809, Caenorhabditis elegans			ZK697.14.1														
petromyzon_marinus	petromyzon_marinus__ENSPMAP00000010269	petromyzon_marinus|ProteinRecordID=petromyzon_marinus__ENSPMAP00000010269|Gene=ENSPMAG00000009341|EnsemblGene=ENSPMAG00000009341|Protein=ENSPMAP00000010269	ENSPMAG00000009341	ENSPMAG00000009341	ENSPMAP00000010269	ENSPMAP00000010269	ortholog_one2one	Vertebrata	other_fish	Chordata	other_fish	False	False	341	ok	ensembl							petromyzon marinus	Lamprey	Lamprey	ENSPMAG00000009341		ENSPMAG00000009341, Lamprey	ENSPMAG00000009341, Lamprey			ENSPMAP00000010269														
eptatretus_burgeri	eptatretus_burgeri__ENSEBUP00000017078	eptatretus_burgeri|ProteinRecordID=eptatretus_burgeri__ENSEBUP00000017078|Gene=ENSEBUG00000010682|EnsemblGene=ENSEBUG00000010682|Protein=ENSEBUP00000017078	ENSEBUG00000010682	ENSEBUG00000010682	ENSEBUP00000017078	ENSEBUP00000017078	ortholog_one2one	Vertebrata	other_fish	Chordata	other_fish	False	False	336	ok	ensembl							eptatretus burgeri	Hagfish	Hagfish	ENSEBUG00000010682		ENSEBUG00000010682, Hagfish	ENSEBUG00000010682, Hagfish			ENSEBUP00000017078			A0A8C4QKZ4							A0A8C4QKZ4	AF-A0A8C4QKZ4-F1			
callorhinchus_milii	callorhinchus_milii__ENSCMIP00000006559	callorhinchus_milii|ProteinRecordID=callorhinchus_milii__ENSCMIP00000006559|Gene=ENSCMIG00000003708|EnsemblGene=ENSCMIG00000003708|Protein=ENSCMIP00000006559	ENSCMIG00000003708	ENSCMIG00000003708	ENSCMIP00000006559	ENSCMIP00000006559	ortholog_one2one	Gnathostomata	other_fish	Chordata	other_fish	False	False	238	ok	ensembl							callorhinchus milii	Elephant shark	Elephant shark	ENSCMIG00000003708		ENSCMIG00000003708, Elephant shark	ENSCMIG00000003708, Elephant shark			ENSCMIP00000006559			A0A4W3H9L8							A0A4W3H9L8	AF-A0A4W3H9L8-F1			
latimeria_chalumnae	latimeria_chalumnae__ENSLACP00000021203	latimeria_chalumnae|ProteinRecordID=latimeria_chalumnae__ENSLACP00000021203|Gene=ENSLACG00000018627|EnsemblGene=ENSLACG00000018627|Protein=ENSLACP00000021203	ENSLACG00000018627	ENSLACG00000018627	ENSLACP00000021203	ENSLACP00000021203	ortholog_one2one	Sarcopterygii	actinistia	Chordata	actinistia	False	False	336	ok	ensembl							latimeria chalumnae	Coelacanth	Coelacanth	ENSLACG00000018627		ENSLACG00000018627, Coelacanth	ENSLACG00000018627, Coelacanth			ENSLACP00000021203			H3BH32							H3BH32	AF-H3BH32-F1			
lepisosteus_oculatus	lepisosteus_oculatus__ENSLOCP00000012308	lepisosteus_oculatus|ProteinRecordID=lepisosteus_oculatus__ENSLOCP00000012308|Gene=ENSLOCG00000010060|EnsemblGene=ENSLOCG00000010060|Protein=ENSLOCP00000012308	ENSLOCG00000010060	ENSLOCG00000010060	ENSLOCP00000012308	ENSLOCP00000012308	ortholog_one2one	Euteleostomi	holostei	Chordata	holostei	False	False	341	ok	ensembl							lepisosteus oculatus	Spotted gar	Spotted gar	ENSLOCG00000010060		ENSLOCG00000010060, Spotted gar	ENSLOCG00000010060, Spotted gar			ENSLOCP00000012308			W5MV99							W5MV99	AF-W5MV99-F1			
clupea_harengus	clupea_harengus__ENSCHAP00020020810	clupea_harengus|ProteinRecordID=clupea_harengus__ENSCHAP00020020810|Gene=ENSCHAG00020009570|EnsemblGene=ENSCHAG00020009570|Protein=ENSCHAP00020020810	ENSCHAG00020009570	ENSCHAG00020009570	ENSCHAP00020020810	ENSCHAP00020020810	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	345	ok	ensembl							clupea harengus		Clupea harengus	ENSCHAG00020009570		ENSCHAG00020009570, Clupea harengus	ENSCHAG00020009570, Clupea harengus			ENSCHAP00020020810														
danio_rerio	danio_rerio__ENSDARP00000004163	danio_rerio|ProteinRecordID=danio_rerio__ENSDARP00000004163|Gene=ENSDARG00000003444|EnsemblGene=ENSDARG00000003444|Protein=ENSDARP00000004163	ENSDARG00000003444	ENSDARG00000003444	ENSDARP00000004163	ENSDARP00000004163	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	338	ok	ensembl							danio rerio	Zebrafish	Zebrafish	ENSDARG00000003444		ENSDARG00000003444, Zebrafish	ENSDARG00000003444, Zebrafish			ENSDARP00000004163														
carassius_auratus	carassius_auratus__ENSCARP00000020844	carassius_auratus|ProteinRecordID=carassius_auratus__ENSCARP00000020844|Gene=ENSCARG00000009480|EnsemblGene=ENSCARG00000009480|Protein=ENSCARP00000020844	ENSCARG00000009480	ENSCARG00000009480	ENSCARP00000007885	ENSCARP00000020844	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	339	ok	ensembl							carassius auratus	Goldfish	Goldfish	ENSCARG00000009480		ENSCARG00000009480, Goldfish	ENSCARG00000009480, Goldfish			ENSCARP00000020844														
carassius_auratus	carassius_auratus__ENSCARP00000043178	carassius_auratus|ProteinRecordID=carassius_auratus__ENSCARP00000043178|Gene=ENSCARG00000018673|EnsemblGene=ENSCARG00000018673|Protein=ENSCARP00000043178	ENSCARG00000018673	ENSCARG00000018673	ENSCARP00000007885	ENSCARP00000043178	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	379	ok	ensembl							carassius auratus	Goldfish	Goldfish	ENSCARG00000018673		ENSCARG00000018673, Goldfish	ENSCARG00000018673, Goldfish			ENSCARP00000043178														
carassius_auratus	carassius_auratus__ENSCARP00000007885	carassius_auratus|ProteinRecordID=carassius_auratus__ENSCARP00000007885|Gene=ENSCARG00000003638|EnsemblGene=ENSCARG00000003638|Protein=ENSCARP00000007885	ENSCARG00000003638	ENSCARG00000003638	ENSCARP00000007885	ENSCARP00000007885	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	328	ok	ensembl							carassius auratus	Goldfish	Goldfish	ENSCARG00000003638		ENSCARG00000003638, Goldfish	ENSCARG00000003638, Goldfish			ENSCARP00000007885														
astyanax_mexicanus	astyanax_mexicanus__ENSAMXP00000053405	astyanax_mexicanus|ProteinRecordID=astyanax_mexicanus__ENSAMXP00000053405|Gene=ENSAMXG00000035013|EnsemblGene=ENSAMXG00000035013|Protein=ENSAMXP00000053405	ENSAMXG00000035013	ENSAMXG00000035013	ENSAMXP00000053405	ENSAMXP00000053405	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	339	ok	ensembl							astyanax mexicanus	Mexican tetra	Mexican tetra	ENSAMXG00000035013		ENSAMXG00000035013, Mexican tetra	ENSAMXG00000035013, Mexican tetra			ENSAMXP00000053405			A0A3B1KHA9							A0A3B1KHA9	AF-A0A3B1KHA9-F1			
ictalurus_punctatus	ictalurus_punctatus__ENSIPUP00015007795	ictalurus_punctatus|ProteinRecordID=ictalurus_punctatus__ENSIPUP00015007795|Gene=ENSIPUG00015004583|EnsemblGene=ENSIPUG00015004583|Protein=ENSIPUP00015007795	ENSIPUG00015004583	ENSIPUG00015004583	ENSIPUP00015007795	ENSIPUP00015007795	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	338	ok	ensembl							ictalurus punctatus		Ictalurus punctatus	ENSIPUG00015004583		ENSIPUG00015004583, Ictalurus punctatus	ENSIPUG00015004583, Ictalurus punctatus			ENSIPUP00015007795														
esox_lucius	esox_lucius__ENSELUP00000033020	esox_lucius|ProteinRecordID=esox_lucius__ENSELUP00000033020|Gene=ENSELUG00000011143|EnsemblGene=ENSELUG00000011143|Protein=ENSELUP00000033020	ENSELUG00000011143	ENSELUG00000011143	ENSELUP00000033020	ENSELUP00000033020	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	353	ok	ensembl							esox lucius		Esox lucius	ENSELUG00000011143		ENSELUG00000011143, Esox lucius	ENSELUG00000011143, Esox lucius			ENSELUP00000033020			A0A3P8ZVV4							A0A3P8ZVV4	AF-A0A3P8ZVV4-F1			
electrophorus_electricus	electrophorus_electricus__ENSEEEP00000009440	electrophorus_electricus|ProteinRecordID=electrophorus_electricus__ENSEEEP00000009440|Gene=ENSEEEG00000004824|EnsemblGene=ENSEEEG00000004824|Protein=ENSEEEP00000009440	ENSEEEG00000004824	ENSEEEG00000004824	ENSEEEP00000009440	ENSEEEP00000009440	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	335	ok	ensembl							electrophorus electricus		Electrophorus electricus	ENSEEEG00000004824		ENSEEEG00000004824, Electrophorus electricus	ENSEEEG00000004824, Electrophorus electricus			ENSEEEP00000009440			A0A4W4EBU3							A0A4W4EBU3	AF-A0A4W4EBU3-F1			
oncorhynchus_kisutch	oncorhynchus_kisutch__ENSOKIP00005056867	oncorhynchus_kisutch|ProteinRecordID=oncorhynchus_kisutch__ENSOKIP00005056867|Gene=ENSOKIG00005024393|EnsemblGene=ENSOKIG00005024393|Protein=ENSOKIP00005056867	ENSOKIG00005024393	ENSOKIG00005024393	ENSOKIP00005056867	ENSOKIP00005056867	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							oncorhynchus kisutch	Coho salmon	Coho salmon	ENSOKIG00005024393		ENSOKIG00005024393, Coho salmon	ENSOKIG00005024393, Coho salmon			ENSOKIP00005056867			A0A8C7HF72							A0A8C7HF72	AF-A0A8C7HF72-F1			
oncorhynchus_mykiss	oncorhynchus_mykiss__ENSOMYP00000051543	oncorhynchus_mykiss|ProteinRecordID=oncorhynchus_mykiss__ENSOMYP00000051543|Gene=ENSOMYG00000023490|EnsemblGene=ENSOMYG00000023490|Protein=ENSOMYP00000051543	ENSOMYG00000023490	ENSOMYG00000023490	ENSOMYP00000051543	ENSOMYP00000051543	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							oncorhynchus mykiss	Rainbow trout	Rainbow trout	ENSOMYG00000023490		ENSOMYG00000023490, Rainbow trout	ENSOMYG00000023490, Rainbow trout			ENSOMYP00000051543			A0A8C7RFG0							A0A8C7RFG0	AF-A0A8C7RFG0-F1			
salmo_salar	salmo_salar__ENSSSAP00000000559	salmo_salar|ProteinRecordID=salmo_salar__ENSSSAP00000000559|Gene=ENSSSAG00000000357|EnsemblGene=ENSSSAG00000000357|Protein=ENSSSAP00000000559	ENSSSAG00000000357	ENSSSAG00000000357	ENSSSAP00000036498	ENSSSAP00000000559	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	296	ok	ensembl							salmo salar	Atlantic salmon	Atlantic salmon	ENSSSAG00000000357		ENSSSAG00000000357, Atlantic salmon	ENSSSAG00000000357, Atlantic salmon			ENSSSAP00000000559														
salmo_salar	salmo_salar__ENSSSAP00000036498	salmo_salar|ProteinRecordID=salmo_salar__ENSSSAP00000036498|Gene=ENSSSAG00000042631|EnsemblGene=ENSSSAG00000042631|Protein=ENSSSAP00000036498	ENSSSAG00000042631	ENSSSAG00000042631	ENSSSAP00000036498	ENSSSAP00000036498	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	339	ok	ensembl							salmo salar	Atlantic salmon	Atlantic salmon	ENSSSAG00000042631		ENSSSAG00000042631, Atlantic salmon	ENSSSAG00000042631, Atlantic salmon			ENSSSAP00000036498														
salmo_trutta	salmo_trutta__ENSSTUP00000107777	salmo_trutta|ProteinRecordID=salmo_trutta__ENSSTUP00000107777|Gene=ENSSTUG00000047894|EnsemblGene=ENSSTUG00000047894|Protein=ENSSTUP00000107777	ENSSTUG00000047894	ENSSTUG00000047894	ENSSTUP00000098966	ENSSTUP00000107777	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	294	ok	ensembl							salmo trutta	Brown trout	Brown trout	ENSSTUG00000047894		ENSSTUG00000047894, Brown trout	ENSSTUG00000047894, Brown trout			ENSSTUP00000107777			A0A674DTR0							A0A674DTR0	AF-A0A674DTR0-F1			
salmo_trutta	salmo_trutta__ENSSTUP00000098966	salmo_trutta|ProteinRecordID=salmo_trutta__ENSSTUP00000098966|Gene=ENSSTUG00000044393|EnsemblGene=ENSSTUG00000044393|Protein=ENSSTUP00000098966	ENSSTUG00000044393	ENSSTUG00000044393	ENSSTUP00000098966	ENSSTUP00000098966	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	338	ok	ensembl							salmo trutta	Brown trout	Brown trout	ENSSTUG00000044393		ENSSTUG00000044393, Brown trout	ENSSTUG00000044393, Brown trout			ENSSTUP00000098966			A0A674DTR0							A0A674DTR0	AF-A0A674DTR0-F1			
gadus_morhua	gadus_morhua__ENSGMOP00000011555	gadus_morhua|ProteinRecordID=gadus_morhua__ENSGMOP00000011555|Gene=ENSGMOG00000010802|EnsemblGene=ENSGMOG00000010802|Protein=ENSGMOP00000011555	ENSGMOG00000010802	ENSGMOG00000010802	ENSGMOP00000011555	ENSGMOP00000011555	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							gadus morhua	Atlantic cod	Atlantic cod	ENSGMOG00000010802		ENSGMOG00000010802, Atlantic cod	ENSGMOG00000010802, Atlantic cod			ENSGMOP00000011555			A0A8C4ZBR6							A0A8C4ZBR6	AF-A0A8C4ZBR6-F1			
fundulus_heteroclitus	fundulus_heteroclitus__ENSFHEP00000025779	fundulus_heteroclitus|ProteinRecordID=fundulus_heteroclitus__ENSFHEP00000025779|Gene=ENSFHEG00000008182|EnsemblGene=ENSFHEG00000008182|Protein=ENSFHEP00000025779	ENSFHEG00000008182	ENSFHEG00000008182	ENSFHEP00000025779	ENSFHEP00000025779	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							fundulus heteroclitus	Mummichog	Mummichog	ENSFHEG00000008182		ENSFHEG00000008182, Mummichog	ENSFHEG00000008182, Mummichog			ENSFHEP00000025779			A0A3Q2QG58							A0A3Q2QG58	AF-A0A3Q2QG58-F1			
poecilia_reticulata	poecilia_reticulata__ENSPREP00000022857	poecilia_reticulata|ProteinRecordID=poecilia_reticulata__ENSPREP00000022857|Gene=ENSPREG00000015404|EnsemblGene=ENSPREG00000015404|Protein=ENSPREP00000022857	ENSPREG00000015404	ENSPREG00000015404	ENSPREP00000022857	ENSPREP00000022857	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	348	ok	ensembl							poecilia reticulata	Guppy	Guppy	ENSPREG00000015404		ENSPREG00000015404, Guppy	ENSPREG00000015404, Guppy			ENSPREP00000022857			A0A3P9PLV5							A0A3P9PLV5	AF-A0A3P9PLV5-F1			
xiphophorus_maculatus	xiphophorus_maculatus__ENSXMAP00000013525	xiphophorus_maculatus|ProteinRecordID=xiphophorus_maculatus__ENSXMAP00000013525|Gene=ENSXMAG00000013493|EnsemblGene=ENSXMAG00000013493|Protein=ENSXMAP00000013525	ENSXMAG00000013493	ENSXMAG00000013493	ENSXMAP00000013525	ENSXMAP00000013525	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							xiphophorus maculatus	Platyfish	Platyfish	ENSXMAG00000013493		ENSXMAG00000013493, Platyfish	ENSXMAG00000013493, Platyfish			ENSXMAP00000013525			M4AGD1							M4AGD1	AF-M4AGD1-F1			
cyclopterus_lumpus	cyclopterus_lumpus__ENSCLMP00005026461	cyclopterus_lumpus|ProteinRecordID=cyclopterus_lumpus__ENSCLMP00005026461|Gene=ENSCLMG00005012910|EnsemblGene=ENSCLMG00005012910|Protein=ENSCLMP00005026461	ENSCLMG00005012910	ENSCLMG00005012910	ENSCLMP00005026461	ENSCLMP00005026461	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							cyclopterus lumpus	Lumpfish	Lumpfish	ENSCLMG00005012910		ENSCLMG00005012910, Lumpfish	ENSCLMG00005012910, Lumpfish			ENSCLMP00005026461			A0A8C2ZF43							A0A8C2ZF43	AF-A0A8C2ZF43-F1			
oryzias_latipes	oryzias_latipes__ENSORLP00000019763	oryzias_latipes|ProteinRecordID=oryzias_latipes__ENSORLP00000019763|Gene=ENSORLG00000015780|EnsemblGene=ENSORLG00000015780|Protein=ENSORLP00000019763	ENSORLG00000015780	ENSORLG00000015780	ENSORLP00000019763	ENSORLP00000019763	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							oryzias latipes	Japanese medaka HdrR	Japanese medaka HdrR	ENSORLG00000015780		ENSORLG00000015780, Japanese medaka HdrR	ENSORLG00000015780, Japanese medaka HdrR			ENSORLP00000019763			H2MM26							H2MM26	AF-H2MM26-F1			
